title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Minchin calls for super contribution tax to be scrapped,Louise Yaxley (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,It looks likely that the tax cut that many Coalition MPs have pushed for in the next Federal Budget will be delivered in the form of the scrapping of the 15 per cent superannuation contribution tax T,nick minchin;  john watson;  mal brough;  joel fitzgibbon;  peter costello;  paul keating;  jackie kelly; ; Government and Politics -- Budget Government and Politics -- Federal Government Government and Politics -- Tax,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553249.htm,http://trove.nla.gov.au/version/205249654
Super funds say retirees better off if surcharge scrapped,Brendan Trembath (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,Its always been an unpopular tax in the superannuation industry itself The biggest funds say the superannuation surcharge has been steadily chipping away at retirement savings As weve just heard,paul watson;  philippa smith;  budget surplus;  nigel hatcher; Business; Economics and Finance -- Superannuation Government and Politics -- Budget Government and Politics -- Federal Government Government and Politics -- Tax,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553253.htm,http://trove.nla.gov.au/version/205249655
PM prepares for new Cabinet team,Samantha Hawley (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,Its a case of another day another resignation in the Federal Coalition This time Senator Julian McGauran has flagged his plans to leave the National Party in a bid to join the Liberals Hes due t,julian mcgauran;  john howard;  robert hill;  kay patterson;  ian macdonald;  nick minchin;  gavan o'connor; Government and Politics -- Federal Government,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553263.htm,http://trove.nla.gov.au/version/205249656
Four of the Bali Nine lose court case against AFP,Anne Barker (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,Four of the nine Australians on drug charges in Bali have lost a Federal Court action against the Australian Federal Police The four Australians arrested at Bali airport last April could face the dea,bali nine;  denpasar;  Scott Rush;  Renae Lawrence;  Michael Czugaj and Martin Stephens;  paul finn; Health -- Drug Use Law; Crime and Justice -- Crime,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553291.htm,http://trove.nla.gov.au/version/205249658
Cronulla riots continue to cause headaches for Ken Moroney,Tom Iggulden (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,Sydneys summer of conflict has moved off the beaches and into the offices of New South Wales Police Commissioner Ken Moroney whos due to meet later today with disgruntled officers of the strike for,morris iemma;  ken moroney;  bob pritchard;  dennis bray;  mark goodwin; Community and Society -- Race Relations Unrest; Conflict and War,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553295.htm,http://trove.nla.gov.au/version/205249660
Cole Inquiry hears evidence against Melbourne company,Michael Vincent (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,The Cole inquiry into Australias involvement in the Iraq food for oil scandal has heard evidence against one of the smaller companies which the UN found paid money to the Iraqi regime While the focu,cole inquiry;  rhine ruhr;  wheat board;  tony davies; ; Government and Politics -- Foreign Affairs Government and Politics -- World Politics Law; Crime and Justice -- Fraud and Corporate Crime,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553277.htm,http://trove.nla.gov.au/version/205249657
Victoria bears brunt of bushfire damage,Daniel Hoare (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,As fire-fighters across much of southern Australia continue fighting a number of blazes the extent of the damage caused by yesterdays fires in Victoria is beginning to emerge At least seven homes h,fires;  dwellingup;  zeehan;  phil king;  geoff evans;  glenburn;  grampians;  meandarra; Disasters and Accidents -- Fires -- Bushfire,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553293.htm,http://trove.nla.gov.au/version/205249659
North Korea blames US sanctions for stalemate in nuclear talks,Shane McLeod (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,While the world is focused on Irans nuclear ambitions the stalemate continues over North Koreas nuclear programs North Korea is blaming the United States sanctions over money laundering and counte,beijing;  pyongyang;  condoleezza rice;  ban ki-moon;  christopher hill;  scott mccormack;  hu jintao;  peter beck; ; Environment -- Nuclear Issues Government and Politics -- Foreign Affairs Government and Politics -- World Politics,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553343.htm,http://trove.nla.gov.au/version/205249661
British scientists find no link between mobile phones and cancer,Jennifer Macey (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,British scientists have given mobile phones the all clear saying theres no link between talking on the phone and brain cancer The study of nearly 1 000 people in the UK was published in the British,brain tumors;  bernard stewart;  cancer control;  researchers;  scientists;  andrew penman;  lindsay martin; Health -- Diseases and Disorders -- Cancer Information and Communication -- Mobile Phones Science and Technology -- Research,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553378.htm,http://trove.nla.gov.au/version/205249663
"Bolivia's first Indigenous president, Evo Morales, sworn in",Edmond Roy (Reporter); Peter Cave,2006-01-23,ABC Radio. The World Today,In Bolivia Evo Morales has been sworn in as the countrys first Indigenous president An Aymara Indian Mr Morales won a landslide victory in last months election promising a better life for the po,evo morales;  la paz;  fidel castro;  hugo chavez;  juan ramon qintana; ; Government and Politics,Australian Broadcasting Corporation,Copyright 2006 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2006/s1553364.htm,http://trove.nla.gov.au/version/205249662
