title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Sounds of Summer: America's love affair with the gun,Camille Funnell (Reporter); ,2003-01-02,ABC Radio. The World Today Archive,The United States following the September 11 attacks on New York and Washington has upended many of its security agencies and government departments searching for an adequate response to the threat,united states;  guns;  laws;  restrictions;  freedom;  terrorism; Government and Politics Law; Crime and Justice -- Laws,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s755589.htm,http://trove.nla.gov.au/version/205242146
Sounds of Summer: Iga Warta success story,Nance Haxton (Reporter); Hamish Robertson,2003-01-03,ABC Radio. The World Today Archive,Most of us are familiar with the traditional media treatment of Aboriginal issues with its concentration on domestic violence substance abuse and economic hardship but one isolated Aboriginal communi,iga warta;  success;  Adnyamathanha;  coultards;  aboriginal people;  land;  muda; ; Human Interest,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s755592.htm,http://trove.nla.gov.au/version/205242145
Sounds of Summer: The housing bubble of 2002,Ian Henderson (Reporter); Hamish Robertson,2003-01-06,ABC Radio. The World Today Archive,During the past year Australia was virtually the world leader when it came to housing prices It wasnt that residential property was necessarily more expensive in this country than elsewhere The pr,housing market;  bubble;  ian macfarlane;  peter costello;  mike berry;  future;  jobs; ; Community and Society -- Homelessness Business;  Economics and Finance -- Economic Trends Business; Economics and Finance -- Industry -- Housing,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s755968.htm,http://trove.nla.gov.au/version/205242144
Sounds of Summer: Profile of the Institute of Sport,Ross Solly (Reporter); ,2003-01-07,ABC Radio. The World Today,Twenty one years ago in a paddock on the outskirts of Canberra a small group of athletes and coaches took up residence at Australias first Institute of Sport The timing was perfect Five years ea,institute of sport;  profile;  genetic testing;  olympics;  peter fricker; Sport -- Olympics (Summer) Sport -- Coaching Science and Technology -- Genetics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s755972.htm,http://trove.nla.gov.au/version/205242143
Sounds of Summer: Farewell greasy spoon,Donna Mountain (Reporter); ,2003-01-08,ABC Radio. The World Today Archive,For generations the traditional British cafe has provided its patrons with unpretentious but satisfying fare perhaps best described as a mouth watering combination of hearty fry-ups and chips with e,food;  greasy spoon cafes;  cafes;  greasy spoon;  health;  fried; ; Health -- Diseases and Disorders -- Heart Disease Human Interest -- Offbeat Health -- Diet and Nutrition,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s755975.htm,http://trove.nla.gov.au/version/205242142
Sounds of Summer: Savannah story,Leigh Sales (Reporter); Hamish Robertson,2003-01-09,ABC Radio. The World Today Archive,In 1994 the author John Berendt wrote a book called Midnight in the Garden of Good and Evil It was set in the town of Savannah Georgia and wove a quirky real life murder case and its four separa,savannah;  united states;  midnight in the garden of good and evil;  john berendt;  town;  tourists; ; Business; Economics and Finance -- Industry -- Tourism Human Interest -- Offbeat Arts and Entertainment -- Film (Movies),Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s755982.htm,http://trove.nla.gov.au/version/205242141
Sounds of Summer: Rockin' with a Long Way to the Top,David Weber (Reporter); Hamish Robertson,2003-01-10,ABC Radio. The World Today,The past year saw a unique musical event which is unlikely ever to be repeated The Long Way to the Top tour took its name from the television series and featured a wide range of Australian artists,long way to the top;  tour;  music;  max merritt;  col joyce;  dinah lee;  normie rowe; ; Arts and Entertainment -- Popular Culture Arts and Entertainment -- Events -- Carnivals and Festivals,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s756027.htm,http://trove.nla.gov.au/version/205242140
Sounds of Summer: Preparing for an Antarctic year,Nicole Johnston (Reporter); Hamish Robertson,2003-01-13,ABC Radio. The World Today Archive,The frozen continent of Antarctica is one of the worlds last unspoilt places a wilderness thats both pristine and isolated and each year hundreds of scientists embark on a long sea voyage across t,antarctica;  training;  aurora australis;  davis station;  mawson; ; Environment -- Conservation Environment -- Endangered and Protected Species,Australian Broadcasting Corporation,Copyright 2004 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s756033.htm,http://trove.nla.gov.au/version/205242139
Sounds of Summer: Windpower,"Ben Knight (Reporter); Australia produces more greenhouse gases per person than any other country in the world. Each year, more than half a million tonnes is pumped into the atmosphere. That's five per cent more than we were producing ten years ago.The government has made a commitment to keep that increase to less than 8 per cent by the year 2012 but if things continue the way they are, there's no chance that we'll meet that target.There is some good news, though. Renewable energies like wind and solar power are no longer just ideas",2003-01-14,ABC Radio. The World Today,Australia produces more greenhouse gases per person than any other country in the world Each year more than half a million tonnes is pumped into the atmosphere Thats five per cent more than we we,wind;  power;  energy; ; Environment -- Environmental Management Business; Economics and Finance -- Industry -- Electricity Energy and Utilities Lifestyle and Leisure,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s756035.htm,http://trove.nla.gov.au/version/205242138
Sounds of Summer: Didgeridoo industry,Anne Barker (Reporter); Hamish Robertson,2003-01-15,ABC Radio. The World Today,Theyve been around for thousands of years but its only in the past decade or two that didgeridoos have become a prized global commodity Across northern Australia and overseas the didgeridoo has,didgeridoo;  industry;  success;  aboriginal;  coco williams;  nick decandilo;  fakes;  non-aboriginal; Arts and Entertainment -- Music,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s756037.htm,http://trove.nla.gov.au/version/205242137
