title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Bush delivers final State of the Union address,John Shovelan (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,President George W Bush will focus on foreign issues and the economy in his final State of the Union address today But in his final year in the White House is anyone still listening?,George W. Bush;  Hillary Clinton;  Barack Obama;  Richard Smith;  Ed Gillespie;  Dana Perino; Business;  Economics and Finance -- Economic Trends Government and Politics Government and Politics -- Federal Government Unrest; Conflict and War,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148878.htm,http://trove.nla.gov.au/version/205254609
US-Australia relations as strong as ever: Foreign Minister,Samantha Hawley (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,Australias Foreign Affairs Minister Stephen Smith has had his first official meeting with the US Secretary of State Condoleezza Rice where hes reiterated plans to withdraw Australian troops from,Stephen Smith;  Condoleezza Rice;  Alexander Downer;  John Howard;  Iraq;  Afghanistan;  Michael McKinley; Defence and National Security Defence and National Security -- Defence Forces Defence and National Security -- Treaties and Alliances Government and Politics,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148877.htm,http://trove.nla.gov.au/version/205254608
India suffers its worst bird flu outbreak,Peter Lloyd (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,India is struggling to cope with whats been described as its worst bird flu outbreak Already more than two million birds have been destroyed in the eastern state of West Bengal,West Bengal;  Anisur Rehman;  Joseph Domenech;  Kolkata; Health Health -- Diseases and Disorders Health -- Diseases and Disorders -- Infectious Diseases (Other),Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148884.htm,http://trove.nla.gov.au/version/205254611
Tit-for-tat violence among rival gangs in Kenya,Barbara Miller (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,Clashes between rival tribal gangs in Kenyas Rift Valley are continuing with reports of an increase in tit-for-tat violence The violence was sparked by last months disputed election but there are,Naivasha;  Kalenjins;  Mwai Kibaki;  Kikuyu;  Luos;  Raila Odinga;  Kisumu;  Mark Malloch Brown;  Michela Wrong;  Jomo Kenyatta;  Scott Martin; Unrest; Conflict and War,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148881.htm,http://trove.nla.gov.au/version/205254610
Republican candidates battle for Florida,Michael Rowland (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,The race for the nomination as the Republican candidate for US President is still wide open so the candidates are ramping up their efforts to secure a win in the all-important Florida primary Polls,John McCain;  Mitt Romney;  Rudy Giuliani; Government and Politics Government and Politics -- Elections Government and Politics -- World Politics,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148887.htm,http://trove.nla.gov.au/version/205254612
Pakistan's elections will be fair: Musharraf,Simon Santow (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,In three weeks the people of Pakistan will cast their votes in an election which was delayed by the assassination of one of its key presidential contenders Benazir Bhutto While international leaders,Benazir Bhutto;  Pervez Musharraf;  Gordon Brown;  Husain Haqqani; Government and Politics Government and Politics -- Elections Government and Politics -- World Politics,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148888.htm,http://trove.nla.gov.au/version/205254613
"Unit pricing would reduce inflation, says retail expert",Ashley Hall (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,A retail pricing specialist says shoppers could save about one per cent of their grocery bill if retailers advertised the price per unit of goods sold in bulk packets Dr Alan Kallir says the introduc,Alan Kallir;  Insight Partners;  Australian Competition and Consumer Commission;  ACCC; Business;  Economics and Finance Business;  Economics and Finance -- Consumer Protection Business; Economics and Finance -- Economic Trends,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148891.htm,http://trove.nla.gov.au/version/205254614
Sacked seafarers refuse to go ashore,Anne Barker (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,The crew members of a customs ship are refusing to come ashore as a protest against their sacking They say theyve been sacked to make way for a cheaper foreign crew but the company says thats not,customs ship;  foreign labour;  Mark Wheatley;  gardline;  Warren Smith;  british ex naval;  sailors; Business; Economics and Finance -- Industry -- Transport Community and Society -- Work Government and Politics -- Activism and Lobbying,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148893.htm,http://trove.nla.gov.au/version/205254616
Gambling addictions a root cause of homelessness: researchers,Daniel Hoare (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,The Prime Minister Kevin Rudd has made tackling homelessness a major priority for the Federal Government But social researchers say any Government action to fix the problem should also look at the li,Kevin Rudd;  Gabriela Byrne;  Charles Livingstone; ; Community and Society Community and Society -- Gambling Community and Society -- Homelessness,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148892.htm,http://trove.nla.gov.au/version/205254615
Former trader charged and released on bail,Lindy Kerin (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,The former trader at the centre of the Societe Generale trading scandal has been charged in Paris The 31-year-old has been placed under formal investigation for breach of trust falsifying and using,Martin Fahy;  Societe Generale;  trading scandal;  Nicolas Sarkozy;  Jean-Claude Marin;  Christian Charriere-Bournazel;  Jerome Kerviel;  Daniel Bouton; Business;  Economics and Finance -- Industry -- Banking Law;  Crime and Justice -- Courts and Trials Law; Crime and Justice -- Fraud and Corporate Crime,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148905.htm,http://trove.nla.gov.au/version/205254618
Protesters launch final appeal as dredging ship arrives,Matt Brown (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,A controversial plan to deepen the shipping channel in Melbournes Port Phillip Bay is a step closer to fruition with the arrival of the big Dutch dredging ship But opponents to the plan are still ho,Port Phillip Bay;  The Queen of the Netherlands;  dredging ship;  Yarra River;  Jenny Warfe;  Blue Wedges;  Stephen Bradford; Environment -- Conservation Government and Politics -- Activism and Lobbying Law; Crime and Justice -- Courts and Trials,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148895.htm,http://trove.nla.gov.au/version/205254617
Antarctic expedition artefacts recovered,Samantha Donovan (Reporter); Eleanor Hall,2008-01-29,ABC Radio. The World Today,Provisions from Sir Douglas Mawsons ill-fated Antarctic Expedition have lain frozen in snow and ice for nearly a century Now theyve been recovered but that wont make them much more accessible to,Anne McConnell;  Sir Douglas Mawson;  frozen provisions;  conservation laboratory; Science and Technology -- Archaeology,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2148928.htm,http://trove.nla.gov.au/version/205254619
European leaders call for financial early warning alarms,Peter Ryan (Reporter); Eleanor Hall,2008-01-30,ABC Radio. The World Today,The leaders of Europes biggest economies want to see greater transparency in the global banking system to act as an early warning system for future shocks to the financial markets Their concerns com,imf;  international monetary fund;  world economic outlook;  federal reserve;  recession;  angela merkel;  gordon brown;  Gus Faucher; ; Business;  Economics and Finance Business; Economics and Finance -- Economic Trends,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2150049.htm,http://trove.nla.gov.au/version/205254597
Governor General calls for more manners in cricket,Simon Lauder (Reporter); Eleanor Hall,2008-01-30,ABC Radio. The World Today,With Harbhajan Singh cleared of racially abusing Andrew Symonds Indias cricket team will continue its tour of Australia But some commentators say cricket authorities sold out the integrity of the g,harbhajan singh;  racial slur;  charge;  test series;  Waleed Aly;  michael jeffery;  Justice John Hansen; ; Community and Society -- Race Relations Sport Sport -- Cricket,Australian Broadcasting Corporation,Copyright 2008 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/content/2008/s2150060.htm,http://trove.nla.gov.au/version/205254598
