title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Labor pressures PM over Dutton's 'mad f---ing witch' text,Tom Nightingale (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,The Opposition is trying to increase pressure on the Prime Minister to explain or act on a ministers text message mistakenly sent to a journalist The Immigration Minister Peter Dutton described a,Peter Dutton; Samantha Maiden; text message; Steven Conroy; Malcolm Turnbull; Jamie Briggs; resign; Government and Politics--Federal Government,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381912.htm,http://trove.nla.gov.au/version/222125065
Saudi Arabia cuts diplomatic ties with Iran,Connie Agius (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,Saudi Arabia has severed diplomatic ties with Iran and given its diplomats 48 hours to leave the Kingdom ratcheting up tension between the nations two days after Saudi Arabias execution of the Shiit,Iran; Saudi Arabia; Rodger Shanahan; Lowy Institute; Sunni; Shia; Nimr al-Nimr; Government and Politics--Foreign Affairs,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381914.htm,http://trove.nla.gov.au/version/222125066
WA Liberal Government suffers poll slump as boom ends,Anthony Stewart (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,The WA Liberal Government led by Premier Colin Barnett has suffered a slump in the first opinion poll of the New Year The States Labor Opposition now enjoys a 53-47 point lead on a two party preferr,"wa politics; western australia; colin barnett; polls,; Government and Politics--States and Territories",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381915.htm,http://trove.nla.gov.au/version/222125067
Do you say 'sorry' too much? There's an app for that,Imogen Brennan (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,Sorry - its a word that some people struggle to say Others say it too often But does apologising actually make you feel better? One Brisbane artist is trying to get more people to do it Rachel B,psychology; art; apomogy; apology; mental health; sorry; artist; politics; Human Interest,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381917.htm,http://trove.nla.gov.au/version/222125069
Outback rain sets up tourism and farming industries in South Australia,Natalie Whiting (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,In outback South Australia rainfall of up to 150 millimetres is expected to set up the local farming and tourists industries for the next 12 months Rain has been falling across large parts of the co,rain; outback; Lake Eyre; tourism; farming; rural; pastoralists; Weather--Rainfall,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381916.htm,http://trove.nla.gov.au/version/222125068
Drug policy experts criticise NSW Govt's response to festival drug overdose,Bonny Symons-Brown (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,New South Wales Premier Mike Baird and Police Minister Troy Grant have warned festival organisers theyll be shut down if they dont do more to stop drug use at their events after yet another overdose,festival; music; drugs; health; Mike Baird; Troy Grant; overdose; Field Day; David Caldicott; Marianne Jauncey; education; Community and Society--Drugs and Substance Abuse,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381918.htm,http://trove.nla.gov.au/version/222125070
"Summer Series: Clive James, in the face of death",Mark Colvin (reporter); Mark Colvin (compere),2016-01-04,ABC Radio. PM,Clive James is an Australian renaissance man a critic of culture high and low a broadcaster travel presenter humorist translator of Dante author as what some see as novelistic memoirs others as,clive james; author; poet; profile; leukaemia; emphysema; Arts and Entertainment--Poetry,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4382019.htm,http://trove.nla.gov.au/version/222125072
Plant behaviour data could revamp management of invasive species,Joanna Lester (reporter); Tim Palmer (compere),2016-01-04,ABC Radio. PM,A new database that lists the behavioural traits of more then 1000 plant species is helping scientists better understand how to manage invasive species and how to restore ecosystems after natural dis,plants; ecosystem; science; biology; queensland; invasive; bushfire; disaster; ecology; Science and Technology--Biology,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4381919.htm,http://trove.nla.gov.au/version/222125071
Is enough being done to stamp out sexist culture in sport?,Bonny Symons-Brown (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,The cricketing community is rallying around Channel Ten sports reporter Mel McLaughlin after West Indies batsman Chris Gayle hijacked their mid-game interview and suggested they go for drinks Female,Mel McLaughlin; Chris Gayle; cricket; sport; women; sexism; sexist; Melinda Farrell; Neroli Meadows; journalist; Lisa Sthalekar; Cricket Australia; James Sutherland; Community and Society--Women,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383654.htm,http://trove.nla.gov.au/version/222126942
PM dismisses calls for leaked photo inquiry,Tom Nightingale (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,The Prime Minister has effectively ruled out an inquiry into leaked photos of the public servant at the centre of a ministers resignation last week Former cities minister Jamie Briggs resigned due t,Jamie Briggs; politics; Malcolm Turnbull; sexism; Matt Thistlethwaite; Sarah Charlesworth; Government and Politics--Federal Government,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383656.htm,http://trove.nla.gov.au/version/222126943
Weak economic data out of China sends shock-waves through global markets,Anthony Stewart (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,The Shanghai Industrial Index lost 7 per cent yesterday rocking global markets amid fears of an economic slowdown Wall Street and European markets were down overnight with the ASX following suit t,"China; finance; market; ASX; economy; slow-down; Wall Street; Shanghai Industrial Index; Angus Nicholson; Sue Trinh; Craig James; Business, Economics and Finance--Markets",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383658.htm,http://trove.nla.gov.au/version/222126945
China's rough start to trading year a taste of things to come: analysts,Bill Birtles (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,Chinas markets have steadied today after a 7 per cent plunge yesterday as investors spooked by poor manufacturing figures dumped stocks out of fear of a worsening slowdown The panic selling trigger,"Thomas Gatley; China; markets; finance; Li Daxiao; Business, Economics and Finance--Economic Trends",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383664.htm,http://trove.nla.gov.au/version/222126944
"Concerns for welfare of 13,000 sheep and cattle stranded near Fremantle",Charlotte King (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,Thirteen thousand sheep and cattle remain stranded on a ship near Fremantle a week after it was due to depart for Israel The company chartering the ship say crews are working around the clock to fix,"sheep; cattle; animal; welfare; Fremantle; Israel; live export; activists; Alan Schmidt; Otway Livestock Exports; Animals Australia; Glenys Oogjes; Law, Crime and Justice--Animal Welfare",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383657.htm,http://trove.nla.gov.au/version/222126946
"Man behind the music, Robert Stigwood, dies age 81",Courtney Bembridge (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,Tributes are flowing for acclaimed music entrepeneur Robert Stigwood who has died age 81 The Australian-born music impresario drove stellar rock careers by Eric Clapton and Cream and produced rock o,music; producer; Bee Gees; 1970s; Human Interest--People,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383662.htm,http://trove.nla.gov.au/version/222126948
Summer Series: Les Murray on Bunyah,Mark Colvin (reporter); Mark Colvin (compere),2016-01-05,ABC Radio. PM,In September Mark Colvin travelled to the home of Australian poet Les Murray in Bunyah regional New South Wales Bunyah is the subject of Les Murrays recent volume called On Bunyah Les Murray spea,"les murray; bunyah; poet; poetry; australiana,; Arts and Entertainment--Poetry",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383734.htm,http://trove.nla.gov.au/version/222126949
Dick Smith under voluntary administration,Connie Agius (reporter); Tim Palmer (compere),2016-01-05,ABC Radio. PM,Electronics retailer Dick Smith has gone into voluntary administration because of a continuing decline in sales McGrath Nicol has been appointed to run the company Analysts point to Dick Smiths spe,"Dick Smith; Australian Retailers Association; Roy Morgan; LG; Evan Lucas; Russell Zimmerman; Michele Levine; retail; voluntary administration; electronics; Business, Economics and Finance--Industry--Retail",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4383661.htm,http://trove.nla.gov.au/version/222126947
North Korean government declares it's exploded the country's first hydrogen bomb,Matthew Carney (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,Has North Korea made the next major leap forward in its nuclear weapons program? The government of the pariah state in Pyongyang has announced it exploded the countrys first hydrogen bomb this morni,North Korea; China; Korea; Japan; bomb; hydrogen; nuclear; Government and Politics--Foreign Affairs,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384132.htm,http://trove.nla.gov.au/version/222190534
Air force spending $90 million to convert luxury corporate jets into spy planes,Andrew Greene (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,The Royal Australian Air Force is spending more than $90 million to convert luxury corporate jets into state-of-the-art spy planes The high tech surveillance aircraft are due to come into service at,air force; surveillance; defence; military; Defence and National Security--Defence Forces--Air Force,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384133.htm,http://trove.nla.gov.au/version/222190535
Widespread flooding in NSW after days of heavy rain,Imogen Brennan (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,Three days of heavy rain has caused widespread flooding the worst of it in the Hunter Valley The small town of Torryburn has been cut off and dozens of people around the region have been ordered to,rain; climate; flooding; nsw floods; Hunter valley; summer; natural disaster; emergency; Disasters and Accidents--Floods,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384144.htm,http://trove.nla.gov.au/version/222190537
High temperatures and little rainfall taking toll on farmers,Sarina Locke (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,Last year Australia recorded its fifth hottest year on record according to the Bureau of Meteorologys annual statement Its no surprise to farmers across Australia that 2015 continued the warming tr,climate change; farmers; Bureau of Meteorology; El Nino; Ed Tomlinson; Andrew Weidemann; rain; weather; Weather,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384143.htm,http://trove.nla.gov.au/version/222190536
Surf coast fire recovery rolls on as Great Ocean Road re-opens,Tom Nightingale (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,The recovery from the Christmas Day bushfire that destroyed 116 homes on Victorias coast has moved into a new phase today with the Great Ocean Road re-opening Authorities are trying to balance the,bushfire; tourism; Great Ocean Road; Wye River; Separation Creek; Angus Greene; Wayne Kayler-Thompson; Peter Seel; police; Disasters and Accidents--Fires--Bushfire,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384145.htm,http://trove.nla.gov.au/version/222190538
Seniors groups hit back at police claims older drivers are a greater risk on the road,Bonny Symons-Brown (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,Seniors groups have hit back at claims older drivers are more of a risk on our roads New South Wales top traffic cop John Hartley says drivers over 70 are 2 5 times more likely to be killed in car a,seniors; elderly; drivers; car accidents; NSW police; John Hartley; roads; Health--safety,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384149.htm,http://trove.nla.gov.au/version/222190540
WA scientists' New Year's dash secures meteorite from the bed of Lake Eyre,Anthony Stewart (reporter); Tim Palmer (compere),2016-01-06,ABC Radio. PM,Scientists from Western Australia have described making a mad New Years Eve dash across the country chasing after a shooting star Using 32 newly installed cameras theyve tracked the meteorite from,"meteorite; lake eyre; science; new years eve,; Science and Technology--Astronomy (Space)",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384146.htm,http://trove.nla.gov.au/version/222190539
China shuts down market trade for second time this week,Michael Janda (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,The Government in Beijing swung back into command economy mode today first devaluing its currency then shutting down trade for the second time this week The latest Chinese share sell-off has spread,"yuan; renminbi; chris weston; Julia lee,; Business, Economics and Finance--Markets--Stockmarket",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384823.htm,http://trove.nla.gov.au/version/222215147
WA detectives face demotion for handling of murder investigation,Courtney Bembridge (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,Western Australian detectives are facing possible demotion for their handling of a murder case in Broome after an internal investigation exposed a series of failings within the force The case in whi,"crime; indigenous; languages; aboriginal; Josh Warneke,; Community and Society--Indigenous (Aboriginal and Torres Strait Islander)--Black Deaths In Custody",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384842.htm,http://trove.nla.gov.au/version/222215149
"Syrian townspeople at risk of starvation, MSF reports",Sophie McNeill (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,The medical charity Medicines Sans Frontieres believes thousands of civilians are at risk of starving in a Syrian town besieged by the army of President Bashar al Assad Civilians in Madaya near the L,"Syria; Medicines San Frontiers; starvation; Madaya,; Unrest, Conflict and War",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384834.htm,http://trove.nla.gov.au/version/222215148
Virus most people have never heard of is the leading non-genetic cause of disability in newborns,Imogen Brennan (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,A number of international studies have found that the majority of pregnant women have not heard of the virus that is now the leading non-genetic cause of disability in newborns The lack of knowledge,virus; immune. disease; pregnancy; mothers; women; health; medicine; vaccines; cytomegalovirus; CMV; children; Health--Reproduction and Contraception--Pregnancy and Childbirth,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384825.htm,http://trove.nla.gov.au/version/222215151
"'Credibility crisis' in biomedical research, says leading scientific journal",Bonny Symons-Brown (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,Almost every week it seems we hear about a new medical breakthrough designed to treat chronic illness However a leading scientific journal says theres a credibility crisis when it comes to biomedic,credibility; medical research; PLOS Biology; Health--Medical Research,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384844.htm,http://trove.nla.gov.au/version/222215150
Australia pulls out of Bangladesh tournament while others set to play,Tom Nightingale (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,Australia has pulled out of the upcoming under 19 cricket World Cup in Bangladesh Other nations including New Zealand Scotland and England are set to play One Bangladeshi journalist says authorit,Bangladesh; cricket; security; sport; Australia; Dhaka; diplomat; Mohammad Isam; Mark Brinskey; Sport--Cricket,Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384846.htm,http://trove.nla.gov.au/version/222215152
Outback mural attracts tourists,Danielle Grindlay (reporter); Tim Palmer (compere),2016-01-07,ABC Radio. PM,When a Brisbane artist decided to paint murals on some defunct silos in regional Victoria he decided to hold something back Guido van Helten this week completed his mural of four giant figures in th,"murals; artist; guido van helten,; Arts and Entertainment--Street Art",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4384851.htm,http://trove.nla.gov.au/version/222215153
Residents of Yarloop describe scenes of devastation after bushfire sweeps through town ,Anthony Stewart and Courtney Bembridge (reporter); Tim Palmer (compere),2016-01-08,ABC Radio. PM,Western Australias most destructive bushfire in half a century continues to burn out of control this evening The historic town of Yarloop has been destroyed with residents describing a wave of fire,"bushfire; fire; emergency services; wa; yarloop; waroona; western australia; bom; neil bennett; weather event,; Disasters and Accidents--Fires--Bushfire",Australian Broadcasting Corporation,,http://www.abc.net.au/pm/content/2015/s4385473.htm,http://trove.nla.gov.au/version/222297531
