title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Ramos Horta not surprised by harassment allegations,Geoff Thompson (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,One of East Timors leading figures Jose Ramos Horta says hes been expecting these sorts of problems ever since foreign troops were sent to East Timor But Mr Horta says that the allegations remain,East Timor;  Jose Ramos Horta;  sexual harrassment;  Interfet;  Australian soldiers; Defence and National Security,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93475.htm,http://trove.nla.gov.au/version/205235167
Australian troops showing indecent behaviour,Fiona Reynolds (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,Australian military commanders in East Timor are today trying to identify between five and seven Australian soldiers alleged to have made improper and obnoxious suggestions towards girls from a local,defence;  soldiers;  Interfet;  East Timor;  Cosgrove;  sexual harrassment; Defence and National Security,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93474.htm,http://trove.nla.gov.au/version/205235166
Consumer watchdog warns against GST profiteering,Sally Sara (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,The Competition and Consumer Commission is today warning it will crack down on any businesses which try to profiteer by rounding up prices under the GST The Commission has stepped in following confus,gst;  consumer; Business;  Economics and Finance -- Economic Trends Business; Economics and Finance,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93542.htm,http://trove.nla.gov.au/version/205235169
Indonesian President may risk coup to sack Wiranto,John Highfield (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,There is strong speculation today though that the Indonesian President Abdurrahman Wahid - Gus Dur as he is popularly known - will remove the man responsible for security in East Timor during and aft,indonesia;  wiranto;  coup;  gus;  dur;  wahid;  military; Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93504.htm,http://trove.nla.gov.au/version/205235168
Internet raises hopes for custom cars at lower prices,Narelle Hooper (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,The Internet will almost certainly force big changes on carmakers and car dealers particularly in the way cars are sold But the jury is out on whether it will mean more choice and cheaper cars,car;  dealer;  internet;  custom;  manufacturing; Defence and National Security Science and Technology,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93536.htm,http://trove.nla.gov.au/version/205235170
Government faces expensive backflip over mobile phone decision,Kirsty Alfredson (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,Despite obvious problems with the CDMA mobile phone network the Federal Government says it is committed to its program of shutting down the old analogue AMS network The Government says it could be l,mobile;  analog;  network;  katter;  munro;  meikel; Information and Communication,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93511.htm,http://trove.nla.gov.au/version/205235172
Critics doubt lessons learned from Kobe earthquake,Peter Martin (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,Japan is taking stock today five years after that devastating earthquake crushed and burned to death more than 6 000 residents of the industrial city of Kobe But it isnt just the earthquake which w,japan;  earthquake; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93548.htm,http://trove.nla.gov.au/version/205235171
Forced relocations unlikely to slow heroin production,Rachel Mealey (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,One of the big problems of our contemporary world is drugs And Burma is one of the worlds biggest producers of heroin In a move designed to show the world that the military government in Burma is s,drugs;  burma;  heroin;  relocation;  opium;  Law; Crime and Justice -- Laws,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93495.htm,http://trove.nla.gov.au/version/205235173
Teenage lama faces uncertain future in exile,Jonathan Harley (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,Ten days after the 14 year old Tibetan Karmapa Lama walked into India from Chinese-controlled Tibet his future still remains in doubt After a second meeting with the Dalai Lama who heads the Tibetan,karmapa;  lama;  tibet;  china;  exile; Government and Politics Community and Society -- Religion and Beliefs,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93525.htm,http://trove.nla.gov.au/version/205235175
Labor attacked over Victorian industrial disputes,Shane McLeod (Reporter); Eleanor Hall,2000-01-17,ABC Radio. The World Today Archive,In Victoria industrial disputes are the order of the day Striking workers are delaying the opening of Melbournes new Dockland Stadium and theres a dispute in the power industry with the prospect,docklands;  stadium;  strike; Business; Economics and Finance -- Economic Trends Community and Society -- Unemployment Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/worldtoday/stories/s93500.htm,http://trove.nla.gov.au/version/205235174
