title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
"Market report - May 7, 2002",,2002-05-07,ABC Radio. PM Archive,A wrap of the days business and finance,finance report; Business; Economics and Finance -- Economic Trends,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550082.htm,http://trove.nla.gov.au/version/206955340
End to Church of Nativity siege nears,Mark Colvin (Reporter); ,2002-05-07,ABC Radio. PM Archive,Jill Colgan speaks to Mark Colvin about the latest news regarding the siege in the Church of the Nativity in Bethlehem,middle east;  church of the nativity;  palestinians; ;  Unrest; Conflict and War,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550062.htm,http://trove.nla.gov.au/version/206955335
Consumer watchdog takes Qantas to court,Rachel Mealey (Reporter); ,2002-05-07,ABC Radio. PM Archive,We begin with the growing corporate activism of the body most Australians know as the consumer watchdog The ACCC however is about competition as much as consumers and in recent weeks its been more,accc;  consumer;  qantas;  competition;  accc;  anti-competitive; Law;  Crime and Justice -- Laws Business; Economics and Finance -- Industry -- Transport,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550044.htm,http://trove.nla.gov.au/version/206955330
Aussies in Camp X-ray unlikely to be brought home,Matt Brown (Reporter); ,2002-05-07,ABC Radio. PM Archive,Now that there are two Australians languishing in the military prison at Camp X-ray in Cuba it is becoming more likely that theyll be left in the hands of the US military system and are unlikely eve,al Qaeda;  david hicks;  camp x ray;  downer;  Law; Crime and Justice -- Laws,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550047.htm,http://trove.nla.gov.au/version/206955332
Kroger attacks ABC's 'institutionalised bias',David Hardaker (Reporter); ,2002-05-07,ABC Radio. PM Archive,The ABC is once again under attack and not for the first time its from within Michael Kroger a senior Liberal and a government appointee on the ABC Board has unleashed a full frontal assault on,alan jones;  kroger;  ABC;  bias;  four corners;  the australian; Information and Communication -- Broadcasting -- ABC Information and Communication,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550052.htm,http://trove.nla.gov.au/version/206955334
"Saudis, Israelis offer widely opposing peace plans",Jill Colgan (Reporter); ,2002-05-07,ABC Radio. PM Archive,The siege of the Church of the Nativity in Bethlehem apears almost over but the path toward peace remains strewn with obstacles Israeli Prime Minister Ariel Sharon and Saudi Foreign Minister Prince S,middle east;  church of the nativity;  palestinians;  saudis;  peace; ; ,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550056.htm,http://trove.nla.gov.au/version/206955336
Govts move to cap spiralling insurance payouts,John Taylor (Reporter); ,2002-05-07,ABC Radio. PM Archive,Both the New South Wales and Queensland Governments today announced changes aimed at tackling the spiralling costs of public liability insurance and medical indemnity In New South Wales the Carr Gove,insurance industry;  law; ; Law; Crime and Justice -- Laws Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550065.htm,http://trove.nla.gov.au/version/206955338
Govt puts forward new immigration policy,John Stewart (Reporter); ,2002-05-07,ABC Radio. PM Archive,The Immigration Minister Philip Ruddock today announced that Australias immigration intake would rise by 12 000 but the increase would be confined to skilled migrants rather than asylum seekers The,immigration;  ruddock;  pacific solution;  migrants;  skilled;  pacific solution; Community and Society -- Immigration Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550046.htm,http://trove.nla.gov.au/version/206955331
Downer announces creation of new White Paper,Graeme Dobell (Reporter); ,2002-05-07,ABC Radio. PM Archive,The Foreign Minister today launched the process of writing a new foreign policy White Paper proclaiming that Australias standing in the world has never been higher Alexander Downer challenged what,downer;  white paper;  foreign policy; ; Government and Politics Community and Society,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550048.htm,http://trove.nla.gov.au/version/206955333
Audit office evaluates health insurance rebate,Ross Solly (Reporter); ,2002-05-07,ABC Radio. PM Archive,The Australian Audit Office has found the Federal Governments contentious 30 per cent private health insurance rebate was cobbled together so quickly that within the first six months of its operation,audit;  health;  insurance;  rebate; ; Government and Politics,Australian Broadcasting Corporation,Copyright 2003 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/pm/stories/s550064.htm,http://trove.nla.gov.au/version/206955337
