title,contributor,date,isPartOf,abstract,subject,publisher,rights,url,troveUrl
Newstart mums say Macklin living in dream world,Simon Lauder (Reporter); David Mark,2013-01-02,ABC Radio. AM,Two women surviving on welfare tell AM of their difficulties One single mother fears she will become homeless on Newstart while another has been surviving by going into debt and taking in boarders,newstart;  parenting payment;  single parents;  welfare;  dole; Community and Society -- Family and Children Community and Society -- Family and Children -- Parenting Community and Society -- Poverty Community and Society -- Welfare,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663023.htm,http://trove.nla.gov.au/version/204829555
"Tension, frustration and uncertainty on Manus",Emily Bourke (Reporter); David Mark,2013-01-02,ABC Radio. AM,Major Paul Moulds is the director of offshore missions for the Salvation Army and has been managing the centre on Manus Island since the first group arrived at the end of November He says the heat an,immigration;  asylum seekers;  Manus Island;  Salvation Army;  Paul Moulds;  PNG;  offshore processing; Community and Society -- Charities and Community Organisations Community and Society -- Immigration Community and Society -- Immigration -- Refugees Law; Crime and Justice -- Human Trafficking,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663019.htm,http://trove.nla.gov.au/version/204829557
Far north Queensland banana growers relying on overseas workers,Natalie Poyhonen (Reporter); David Mark,2013-01-02,ABC Radio. AM,Queensland banana farmers are becoming increasingly reliant on overseas workers and backpackers to pick pack and prepare their produce for market as locals drift away from country towns,Banana;  farming;  horticulture;  workforce;  backpackers;  labour;  Yasi;  Patrick Leahy;  Bill Shannon;  South Korea;  Tully;  seasonal worker; Rural -- Agricultural Crops Rural -- Agricultural Crops -- Bananas Rural Rural -- Crop Harvesting,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663017.htm,http://trove.nla.gov.au/version/204829559
Australian adventurers depart on Shackleton survival journey,Rebecca Brice (Reporter); David Mark,2013-01-02,ABC Radio. AM,Two Australians are among a crew of six who set off today from Argentina for Antarctica where they intend to retrace Sir Ernest Shackletons epic survival voyage across the Southern Ocean Shackleton,Shackleton;  survival;  Antarctica;  Antarctic;  voyage;  Sir Ernest Shackleton;  Tim Jarvis;  adventure;  Southern Ocean;  South Georgia;  Elephant Island;  expedition;  explorer;  environment; Community and Society -- History -- 20th Century Community and Society -- History,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663018.htm,http://trove.nla.gov.au/version/204829561
Macklin saying she could live on dole sparks welfare anger,Alexandra Kirk (Reporter); David Mark,2013-01-02,ABC Radio. AM,The Federal Minister for Families Jenny Macklin has angered welfare groups with her claim that she could live on the dole - thats 35 dollars a day Her comment came as tens of thousands of single par,newstart;  parenting payment;  single parents;  parliamentary inquiries;  OECD;  business;  poverty;  jenny macklin;  cassandra goldie;  kate beaumont; Community and Society -- Unemployment Community and Society -- Welfare,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663022.htm,http://trove.nla.gov.au/version/204829554
US Senate passes fiscal cliff agreement,Kim Landers (Reporter); David Mark,2013-01-02,ABC Radio. AM,In the early hours of January first the US Senate finally passed an agreement to try to avert tax hikes and spending cuts associated with the fiscal cliff The government is now waiting for the Ho,Fiscal cliff;  Barack Obama;  Senate;  tax;  House of Representatives; Business;  Economics and Finance -- Economic Trends Business;  Economics and Finance -- International Aid and Trade Business;  Economics and Finance -- International Financial Institutions Business; Economics and Finance -- Markets,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663016.htm,http://trove.nla.gov.au/version/204829556
Dozens die in Ivory Coast stampede,Brendan Trembath (Reporter); David Mark,2013-01-02,ABC Radio. AM,An investigation is underway into a stampede after a New Years fireworks show in the West African nation of Ivory Coast Officials say at least 60 people many of them teenagers were crushed to death,Ivory Coast;  Alassane Ouattara;  new year;  fireworks;  Africa;  Hamed Bakayoko; Community and Society -- Community and Multicultural Festivals Disasters and Accidents -- Accidents Disasters and Accidents -- Accidents -- Other Disasters and Accidents -- Emergency Incidents,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663021.htm,http://trove.nla.gov.au/version/204829558
Tasmanian sawmillers facing uncertain future,Felicity Ogilvie (Reporter); David Mark,2013-01-02,ABC Radio. AM,The Tasmanian forest agreement is worth almost 400 million dollars and is designed to bring peace to the states forestry dispute by protecting more native forest and restructuring the timber industry,tasmania;  forest peace agreement;  upper house;  delay;  woodchips;  timber;  exit package; Environment -- Conservation Environment -- Conservation -- National Parks Environment -- Forests Law; Crime and Justice -- Laws,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663020.htm,http://trove.nla.gov.au/version/204829560
Iron ore prices rebound as Chinese economy improves,Sue Lannin (Reporter); David Mark,2013-01-02,ABC Radio. AM,Iron ore prices have rebounded to $US145 a tonne after slumping below $US90 a tonne in September The improving Chinese economy and cuts to production in India have increased prices Analysts say the,Jonathan Barratt;  iron ore;  Australia;  China;  economy;  mining;  Fortescue Metals; Business;  Economics and Finance -- Industry -- Iron Ore Business;  Economics and Finance -- Industry -- Mining Business;  Economics and Finance -- International Aid and Trade Business; Economics and Finance -- Markets,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2012/s3663024.htm,http://trove.nla.gov.au/version/204829562
Queensland's Gulf Savannah region devastated by fire,Nance Haxton (Reporter); Brendan Trembath,2013-01-03,ABC Radio. AM,Wildfires in Queenslands north have devastated up to 20 cattle stations in the Gulf country leaving little or no feed for thousands of cattle Wildfires have swept through more than a million hectar,wildfires;  Will Attwood;  Belinda Haynes;  Kutchera Station;  Matthew Bass;  weather;  rain;  cattle;  stations;  grazier; Disasters and Accidents -- Emergency Incidents Disasters and Accidents -- Emergency Planning Disasters and Accidents -- Fires Rural -- Agribusiness,Australian Broadcasting Corporation,Copyright 2013 Australian Broadcasting Corporation. Other rights may be held as detailed in text. http://www.abc.net.au/conditions.htm#UseOfContent,http://www.abc.net.au/am/content/2013/s3663491.htm,http://trove.nla.gov.au/version/204829547
